battery_level,c02_level,cca2,cca3,cn,device_id,device_name,humidity,ip,latitude,lcd,longitude,scale,temp,timestamp
0,939,US,USA,United States,209,meter-gauge-2092AWTuovHc,84,192.85.240.41,37.38,green,-122.18,Celsius,17,1458444054240
0,1120,DE,DEU,Germany,210,sensor-pad-210QLYyxpL,94,212.63.154.139,48.15,yellow,11.58,Celsius,26,1458444054240
3,886,US,USA,United States,211,meter-gauge-211ZXKquHC,56,98.16.151.1,40.86,green,-96.71,Celsius,18,1458444054240
1,985,US,USA,United States,212,sensor-pad-212s5XMzVT,59,64.69.99.114,38,green,-97,Celsius,33,1458444054241
2,1201,CN,CHN,China,213,device-mac-213cQj4kpQNZz,98,219.132.200.229,23.12,yellow,113.25,Celsius,30,1458444054242
9,972,DE,DEU,Germany,214,sensor-pad-214EI5Faq1Cf,30,217.24.8.130,50.2,green,8.59,Celsius,22,1458444054242
8,1399,RU,RUS,Russia,215,therm-stick-215rDovnHVn,76,85.26.238.53,55.75,yellow,37.62,Celsius,33,1458444054243
2,1146,JP,JPN,Japan,216,sensor-pad-216UeMWsNY,58,220.28.99.1,35.69,yellow,139.69,Celsius,20,1458444054244
0,1543,US,USA,United States,217,meter-gauge-217TwSfC,96,152.179.92.5,39.03,red,-77.48,Celsius,11,1458444054244
0,1358,FI,FIN,Finland,218,sensor-pad-218Zt58LJIgM,85,212.116.33.146,60.17,yellow,24.94,Celsius,14,1458444054245
0,1445,PL,POL,Poland,219,device-mac-219BL7ifYGb0,63,62.21.99.202,52.23,red,21.02,Celsius,10,1458444054246
8,1492,US,USA,United States,220,sensor-pad-220NFfaB,88,69.89.229.62,42.75,red,-73.6,Celsius,23,1458444054246
6,1378,CN,CHN,China,221,meter-gauge-221Uo1eW,81,218.200.227.33,35.12,yellow,105.48,Celsius,27,1458444054247
2,1435,DK,DNK,Denmark,222,sensor-pad-222EDXronfc,68,195.184.107.106,55.68,red,12.57,Celsius,20,1458444054248
1,1578,JP,JPN,Japan,223,meter-gauge-2231O94o,46,61.14.157.97,35.69,red,139.69,Celsius,32,1458444054248
5,1548,CN,CHN,China,224,sensor-pad-224HLTNd,35,211.138.46.198,26.48,red,109.65,Celsius,23,1458444054249
4,1424,NL,NLD,Netherlands,225,device-mac-225PDJMrMsQ,90,217.195.118.132,52.37,red,4.9,Celsius,21,1458444054250
4,1095,BY,BLR,Belarus,226,sensor-pad-22615z3yLcov8,34,93.84.125.161,53,yellow,28,Celsius,30,1458444054250
0,915,AR,ARG,Argentina,227,meter-gauge-2273pen9hQb,34,200.71.230.81,-34.6,green,-58.38,Celsius,15,1458444054251
3,1301,ES,ESP,Spain,228,sensor-pad-228Kk4Tw6fU3,98,62.36.196.99,40.4,yellow,-3.68,Celsius,24,1458444054251
2,1365,IE,IRL,Ireland,229,meter-gauge-229w9p738,53,91.189.68.1,53.07,yellow,-8.82,Celsius,19,1458444054252
8,1541,KR,KOR,Republic of Korea,230,sensor-pad-230aXc8FvXi,93,211.189.92.1,37.57,red,126.98,Celsius,17,1458444054252
9,1052,US,USA,United States,231,device-mac-231ZLoopSPtvJ,63,71.189.64.1,38,yellow,-97,Celsius,30,1458444054253
3,961,US,USA,United States,232,sensor-pad-232NPOjBj2,88,209.43.117.48,39.82,green,-86.14,Celsius,24,1458444054254
7,1431,UA,UKR,Ukraine,233,meter-gauge-233cgR5RGuUM,90,194.44.31.22,50.43,red,30.52,Celsius,30,1458444054254
8,1309,CA,CAN,Canada,234,sensor-pad-234m7Mls,48,69.70.211.1,45.51,yellow,-73.57,Celsius,10,1458444054255
2,1203,US,USA,United States,235,therm-stick-23520fm6m3,97,199.70.237.1,38,yellow,-97,Celsius,12,1458444054256
8,1287,AT,AUT,Austria,236,sensor-pad-2369xz1uB5k,47,217.25.119.17,48.2,yellow,16.37,Celsius,22,1458444054256
5,1102,RU,RUS,Russia,237,device-mac-237NyrJU3Ss2S,61,80.250.226.62,55.75,yellow,37.62,Celsius,11,1458444054257
7,1534,CN,CHN,China,238,sensor-pad-238IkBPS,68,218.201.17.1,29.56,red,106.55,Celsius,14,1458444054258
1,1227,AU,AUS,Australia,239,meter-gauge-239qJpL8,88,198.142.57.219,-27,yellow,133,Celsius,19,1458444054258
5,1026,CA,CAN,Canada,240,sensor-pad-240KyHP1kA8q,67,66.244.223.137,43.66,yellow,-79.4,Celsius,26,1458444054259
0,920,US,USA,,241,meter-gauge-241un29KmR,64,80.84.21.105,47,green,8,Celsius,19,1458444054259
3,1124,RU,RUS,Russia,242,sensor-pad-242N3aFMb,66,82.193.130.178,55.91,yellow,94.75,Celsius,10,1458444054260
3,1063,US,USA,United States,243,device-mac-243LAI7tApLGv,69,216.82.164.1,42.42,yellow,-89.56,Celsius,32,1458444054260
0,1556,MC,MCO,Monaco,244,sensor-pad-244p6oYcsl79k,50,82.113.2.212,43.73,red,7.4,Celsius,26,1458444054261
4,1045,US,USA,United States,245,therm-stick-245hmz8pCLuO,48,166.82.154.1,35.95,yellow,-78.56,Celsius,29,1458444054261
4,1558,US,USA,United States,246,sensor-pad-246W11Dvh,75,68.87.192.2,38,red,-97,Celsius,18,1458444054262
6,905,MD,MDA,Republic of Moldova,247,meter-gauge-247jjoSxwYsW,63,188.94.82.1,47.01,green,28.86,Celsius,26,1458444054262
3,1272,GR,GRC,Greece,248,sensor-pad-248354euLBj,95,62.1.37.161,37.97,yellow,23.72,Celsius,30,1458444054263
4,1098,CN,CHN,China,249,device-mac-249GzIMESiIOc,36,58.17.126.138,28.55,yellow,115.93,Celsius,27,1458444054263
9,1289,CN,CHN,China,250,sensor-pad-250Wd7RtPJ3,57,221.176.24.221,35,yellow,105,Celsius,30,1458444054264
5,1332,US,USA,United States,251,meter-gauge-251cXtz1C3,50,165.106.1.1,40.03,yellow,-75.33,Celsius,12,1458444054264
6,1001,KR,KOR,Republic of Korea,252,sensor-pad-252L39t2j,57,210.106.10.1,37.57,yellow,126.98,Celsius,28,1458444054264
0,1406,US,USA,United States,253,meter-gauge-253jo81wYOW,63,68.86.148.22,38,red,-97,Celsius,18,1458444054265
5,871,FR,FRA,France,254,sensor-pad-25420KIXp,62,213.228.10.204,48.86,green,2.35,Celsius,18,1458444054265
4,1245,ID,IDN,Indonesia,255,device-mac-255vXwU4TL,25,203.128.72.209,-6.17,yellow,106.83,Celsius,14,1458444054265
7,1169,AU,AUS,Australia,256,sensor-pad-256jawlCeKV,50,203.213.232.226,-31.78,yellow,152.26,Celsius,10,1458444054266
2,1522,AT,AUT,Austria,257,meter-gauge-257ATWGUL5f,26,87.243.133.1,47.2,red,14.83,Celsius,16,1458444054266
2,1581,DK,DNK,Denmark,258,sensor-pad-258Gv4YjRz,27,77.243.131.1,55.68,red,12.57,Celsius,16,1458444054266
9,1136,DE,DEU,Germany,259,meter-gauge-259vEpthIc,75,149.227.30.74,51.45,yellow,7.02,Celsius,26,1458444054267
7,1004,US,USA,United States,260,sensor-pad-260F7DTEbnz,57,72.21.168.109,42.36,yellow,-71.05,Celsius,13,1458444054267
7,1315,US,USA,United States,261,device-mac-261mokZ2up,84,66.219.129.45,40.96,yellow,-81.7,Celsius,13,1458444054268
5,1176,CZ,CZE,Czech Republic,262,sensor-pad-262UFel3QHY8,75,217.64.12.14,50.08,yellow,14.42,Celsius,34,1458444054268
7,962,US,USA,United States,263,meter-gauge-263ps0qHSc,37,199.255.79.1,39.01,green,-77.1,Celsius,11,1458444054268
8,1285,JP,JPN,Japan,264,sensor-pad-264C6FyOFMxs5,96,124.255.64.1,35.69,yellow,139.75,Celsius,10,1458444054269
4,1011,BE,BEL,Belgium,265,therm-stick-265Hz76aIOZ,92,217.136.230.1,50.85,yellow,4.35,Celsius,27,1458444054269
8,1020,US,USA,United States,266,sensor-pad-266wxdoPJgmVJ,39,68.86.21.16,38,yellow,-97,Celsius,26,1458444054269
5,802,FR,FRA,France,267,device-mac-267LEeoCO9,89,192.11.1.1,48.87,green,2.33,Celsius,13,1458444054270
0,931,CR,CRI,Costa Rica,268,sensor-pad-2685AydUae,91,200.91.105.17,10,green,-84,Celsius,32,1458444054270
2,1372,US,USA,United States,269,meter-gauge-26928628Wfq,49,128.171.193.33,21.33,yellow,-157.82,Celsius,26,1458444054270
3,1425,GR,GRC,Greece,270,sensor-pad-270KSEw3bSIi,45,62.38.96.210,37.97,red,23.72,Celsius,29,1458444054271
1,811,AT,AUT,Austria,271,meter-gauge-271BjIL0,31,149.148.140.1,48.2,green,16.37,Celsius,16,1458444054271
3,1060,DE,DEU,Germany,272,sensor-pad-272PTAGXo,73,213.155.69.156,51,yellow,9,Celsius,14,1458444054271
7,1426,US,USA,United States,273,device-mac-273UkFbpFbGRc,45,216.68.50.241,38,red,-97,Celsius,22,1458444054272
2,1279,US,USA,United States,274,sensor-pad-274YLNa6dMOpB,74,65.123.232.21,38,yellow,-97,Celsius,22,1458444054272
5,1045,GB,GBR,United Kingdom,275,therm-stick-2757sGZMq,58,194.32.72.129,51.5,yellow,-0.13,Celsius,13,1458444054272
4,1128,US,USA,United States,276,sensor-pad-276wD446D,96,68.165.105.2,37.65,yellow,-121.86,Celsius,19,1458444054273
5,931,US,USA,United States,277,meter-gauge-277lPH3SPzBI,87,205.170.190.3,38,green,-97,Celsius,27,1458444054273
4,1033,US,USA,United States,278,sensor-pad-278cGQuG9MTB,95,38.20.66.229,38,yellow,-97,Celsius,30,1458444054273
7,1306,US,USA,United States,279,device-mac-279x8mYQn,34,71.160.48.1,38,yellow,-97,Celsius,30,1458444054274
2,1468,US,USA,United States,280,sensor-pad-280pqyvM,32,63.251.180.249,38,red,-97,Celsius,13,1458444054274
0,939,US,USA,United States,281,meter-gauge-281UfiZUxpl,70,4.59.156.82,38,green,-97,Celsius,33,1458444054274
0,1085,CN,CHN,China,282,sensor-pad-2824teEA9,84,222.35.251.26,39.93,yellow,116.39,Celsius,28,1458444054275
0,836,US,USA,United States,283,meter-gauge-283wT3UOgJZ,64,129.101.79.13,46.84,green,-116.68,Celsius,23,1458444054275
4,1272,RU,RUS,Russia,284,sensor-pad-284QTS9PYP8Rt,92,213.172.0.1,55.75,yellow,37.62,Celsius,10,1458444054275
7,1517,TH,THA,Thailand,285,device-mac-285gbqsXpsLBk,91,180.180.249.105,13.75,red,100.47,Celsius,17,1458444054276
3,1200,IT,ITA,Italy,286,sensor-pad-286iRwLlOpR1v,88,94.47.149.26,42.83,yellow,12.83,Celsius,34,1458444054276
1,1294,HR,HRV,Croatia,287,meter-gauge-2870hCqp9,40,161.53.137.1,45.17,yellow,15.5,Celsius,32,1458444054276
1,1114,US,USA,United States,288,sensor-pad-288D40Cw,76,66.98.214.35,29.75,yellow,-95.37,Celsius,22,1458444054277
9,1187,US,USA,United States,289,meter-gauge-289SPspq,83,65.5.194.195,35.75,yellow,-78.78,Celsius,18,1458444054277
9,1022,GB,GBR,United Kingdom,290,sensor-pad-2905P0Z6H45K,42,194.72.9.106,51.5,yellow,-0.13,Celsius,11,1458444054277
2,893,US,USA,United States,291,device-mac-291oEbQT,95,69.139.170.42,38,green,-97,Celsius,20,1458444054278
3,1099,CN,CHN,China,292,sensor-pad-2920oI9Gf19v9,96,221.182.40.153,35,yellow,105,Celsius,11,1458444054278
1,1552,US,USA,United States,293,meter-gauge-293C11JCIZ,79,154.54.27.25,38,red,-97,Celsius,28,1458444054278
7,904,AT,AUT,Austria,294,sensor-pad-294FMZoabcKy,26,83.65.45.1,48.2,green,16.37,Celsius,14,1458444054279
2,1364,FR,FRA,France,295,therm-stick-295ETKm7i,70,78.254.255.90,48.86,yellow,2.35,Celsius,27,1458444054279
8,1215,US,USA,United States,296,sensor-pad-296yHQTHKk4mM,50,198.65.68.1,39.62,yellow,-104.87,Celsius,28,1458444054279
8,1539,SE,SWE,Sweden,297,device-mac-2973EQQ1eRtGN,32,213.65.71.1,59.33,red,18.07,Celsius,27,1458444054280
9,1081,DE,DEU,Germany,298,sensor-pad-298hJceoQv0,84,217.76.103.233,51.45,yellow,7.02,Celsius,14,1458444054280
8,1012,US,USA,United States,299,meter-gauge-2991vJAmf,73,24.104.129.110,39.98,yellow,-74.94,Celsius,15,1458444054280
4,1319,GB,GBR,United Kingdom,300,sensor-pad-300gxlu9,52,212.36.38.250,51.33,yellow,-0.8,Celsius,18,1458444054281
8,1311,US,USA,United States,301,meter-gauge-301wHcyNzw,26,150.199.7.154,38.88,yellow,-92.4,Celsius,28,1458444054281
9,1583,US,USA,United States,302,sensor-pad-302OhWpJ,92,24.231.187.58,43.28,red,-84.57,Celsius,19,1458444054281
4,1406,US,USA,United States,303,device-mac-303NtnEHKBNq,91,216.6.91.13,39.74,red,-75.67,Celsius,33,1458444054281
2,1450,US,USA,United States,304,sensor-pad-304B6kUpKGKC,99,65.202.189.1,38,red,-97,Celsius,14,1458444054282
6,1233,US,USA,United States,305,therm-stick-305Kle4S,48,208.53.44.201,40.32,yellow,-111.75,Celsius,29,1458444054282
9,1451,US,USA,United States,306,sensor-pad-306gRWxqx6k,42,149.152.1.66,41.78,red,-72.7,Celsius,20,1458444054282
1,1576,CN,CHN,China,307,meter-gauge-307sUHtMY8,91,210.22.154.40,31.05,red,121.4,Celsius,31,1458444054283
2,1542,US,USA,United States,308,sensor-pad-308oqspD3,90,4.71.248.45,38,red,-97,Celsius,15,1458444054283
5,971,VE,VEN,Venezuela,309,device-mac-309epdFmhRP9,99,159.90.170.100,10.5,green,-66.92,Celsius,16,1458444054283
5,1170,KR,KOR,Republic of Korea,310,sensor-pad-310SXQ1w8C,82,222.107.215.1,37.57,yellow,126.98,Celsius,32,1458444054284
1,998,RU,RUS,Russia,311,meter-gauge-3118HAHM4cgrn,49,212.107.213.1,55.75,green,37.62,Celsius,23,1458444054284
0,1189,TW,TWN,Taiwan,312,sensor-pad-312SABXiei1rj,57,163.19.241.162,23.5,yellow,121,Celsius,34,1458444054284
4,1140,JP,JPN,Japan,313,meter-gauge-31301jr8JjYy,71,211.14.193.161,35.69,yellow,139.69,Celsius,11,1458444054285
2,1082,US,USA,United States,314,sensor-pad-314HSipAadO,74,165.166.133.89,33.86,yellow,-78.98,Celsius,19,1458444054285
4,1450,US,USA,United States,315,device-mac-315NnZUFPJ,84,12.90.115.150,38,red,-97,Celsius,12,1458444054285
7,1222,US,USA,,316,sensor-pad-316frzZzVre,40,213.248.79.53,47,yellow,8,Celsius,17,1458444054286
9,1168,GB,GBR,United Kingdom,317,meter-gauge-317F21JRNN66,35,78.144.0.237,51.5,yellow,-0.13,Celsius,16,1458444054286
1,1218,US,USA,United States,318,sensor-pad-318b4KNi,79,209.74.39.223,38,yellow,-97,Celsius,30,1458444054286
1,1189,AR,ARG,Argentina,319,meter-gauge-319Y3ZxeGO,54,200.71.236.145,-34.6,yellow,-58.38,Celsius,25,1458444054287
3,871,IT,ITA,Italy,320,sensor-pad-320LqTbMTf2,78,62.196.10.170,42.83,green,12.83,Celsius,22,1458444054287
1,1533,US,USA,United States,321,device-mac-321ZF71c,62,69.119.108.1,40.93,red,-74.16,Celsius,26,1458444054287
4,1192,ES,ESP,Spain,322,sensor-pad-3228KbdxylUX,94,94.142.119.133,40.4,yellow,-3.68,Celsius,20,1458444054288
9,847,DE,DEU,Germany,323,meter-gauge-323irLfVJ8x0,60,217.14.144.5,51,green,9,Celsius,18,1458444054288
5,1583,NO,NOR,Norway,324,sensor-pad-324ktRc28,32,195.159.146.84,59.95,red,10.75,Celsius,30,1458444054288
6,1173,US,USA,United States,325,therm-stick-3255O3f0dWc,33,69.21.5.210,38,yellow,-97,Celsius,29,1458444054289
6,1178,CA,CAN,Canada,326,sensor-pad-326Loy6wfxus0,58,66.131.31.1,45.52,yellow,-73.61,Celsius,24,1458444054289
6,833,CN,CHN,China,327,device-mac-327scr1nK22h,48,221.131.62.1,35,green,105,Celsius,10,1458444054289
1,1161,LV,LVA,Latvia,328,sensor-pad-328w6AXp,98,159.148.81.158,56.95,yellow,24.1,Celsius,13,1458444054290
2,1289,US,USA,United States,329,meter-gauge-329OOaAzOXv,38,64.215.248.94,40.39,yellow,-78.92,Celsius,12,1458444054290
3,1454,EC,ECU,Ecuador,330,sensor-pad-3306nzBGWOCP,78,200.105.224.97,-0.22,red,-78.5,Celsius,10,1458444054290
0,1044,US,USA,United States,331,meter-gauge-331j8YASFgep,69,64.71.133.39,38.23,yellow,-120.5,Celsius,23,1458444054291
8,1587,US,USA,United States,332,sensor-pad-332TDsDSw,39,69.12.179.1,38.39,red,-122.75,Celsius,33,1458444054291
7,1197,CA,CAN,Canada,333,device-mac-333MgsdQBhY,53,74.12.180.1,43.64,yellow,-79.39,Celsius,33,1458444054291
1,1484,IN,IND,India,334,sensor-pad-334DUAg4mbXi,72,202.71.135.89,20,red,77,Celsius,19,1458444054292
4,915,US,USA,United States,335,therm-stick-335Tbd0K,69,69.58.192.9,41.29,green,-96.17,Celsius,22,1458444054292
6,1293,BR,BRA,Brazil,336,sensor-pad-336iS6pf,86,201.24.129.1,-23.55,yellow,-46.64,Celsius,29,1458444054292
0,927,US,USA,United States,337,meter-gauge-337kMdpfwjEE,66,76.24.104.1,42.12,green,-71.1,Celsius,23,1458444054292
2,852,US,USA,United States,338,sensor-pad-338T2P1jSPz,95,38.112.32.146,38,green,-97,Celsius,11,1458444054293
8,1236,US,USA,United States,339,device-mac-339YQpIhJ0bw,89,206.170.79.4,34.09,yellow,-118.29,Celsius,23,1458444054293
9,1416,IE,IRL,Ireland,340,sensor-pad-340cb4zF,95,217.78.4.88,53.35,red,-6.26,Celsius,28,1458444054293
7,1030,US,USA,United States,341,meter-gauge-341JQ8nlpWfMT,78,168.36.46.1,30.27,yellow,-97.74,Celsius,17,1458444054294
8,1055,US,USA,United States,342,sensor-pad-3428qsQFT,55,128.36.38.1,41.31,yellow,-72.93,Celsius,32,1458444054294
4,1254,UA,UKR,Ukraine,343,meter-gauge-343pCzwp,93,213.186.119.81,50.45,yellow,30.52,Celsius,13,1458444054294
1,1016,US,USA,United States,344,sensor-pad-3448fmEYOh,28,208.42.3.26,44.86,yellow,-93.44,Celsius,24,1458444054295
0,1586,FR,FRA,France,345,device-mac-345FVTWd,76,213.228.17.12,48.86,red,2.35,Celsius,28,1458444054295
4,1514,CN,CHN,China,346,sensor-pad-346lyS8D,52,219.158.30.254,35,red,105,Celsius,23,1458444054295
4,1269,US,USA,United States,347,meter-gauge-347VZvVXoU9bB,97,152.53.24.2,35.99,yellow,-78.9,Celsius,27,1458444054296
9,1405,PR,PRI,Puerto Rico,348,sensor-pad-34837hKsF,90,66.231.160.165,18.25,red,-66.5,Celsius,21,1458444054296
9,1266,US,USA,,349,meter-gauge-349gRZSGtcGR,45,195.219.212.9,47,yellow,8,Celsius,29,1458444054296
2,886,IT,ITA,Italy,350,sensor-pad-350kkw36hYS,81,62.85.160.6,42.83,green,12.83,Celsius,24,1458444054297
3,1309,TW,TWN,Taiwan,351,device-mac-351jawnUM,66,202.154.207.146,25.04,yellow,121.53,Celsius,34,1458444054297
8,1442,US,USA,United States,352,sensor-pad-352u45ZV48,72,208.67.164.25,25.77,red,-80.36,Celsius,11,1458444054297
8,1297,ID,IDN,Indonesia,353,meter-gauge-353HMTZmHX,93,202.78.195.1,-6.17,yellow,106.83,Celsius,31,1458444054298
0,1327,US,USA,United States,354,sensor-pad-354ztT0hX9Ik,72,67.78.168.1,28.55,yellow,-81.3,Celsius,23,1458444054298
4,1011,CH,CHE,Switzerland,355,therm-stick-3553VTx9hYpCs,34,193.9.122.217,47,yellow,8,Celsius,17,1458444054299
7,1323,DE,DEU,Germany,356,sensor-pad-356bjK7FDCm,72,213.214.31.2,48.02,yellow,7.82,Celsius,15,1458444054299
1,1234,US,USA,United States,357,device-mac-357L3JNT,96,66.26.129.118,35.22,yellow,-80.79,Celsius,34,1458444054299
2,1144,DE,DEU,Germany,358,sensor-pad-358eZdnPe,88,193.159.187.41,51,yellow,9,Celsius,17,1458444054299
1,1156,HK,HKG,Hong Kong,359,meter-gauge-359czeJwE7os,71,202.84.144.26,22.25,yellow,114.17,Celsius,15,1458444054300
4,1145,US,USA,United States,360,sensor-pad-360y7hqY,85,209.90.120.1,40.3,yellow,-111.68,Celsius,30,1458444054300
1,1051,CN,CHN,China,361,meter-gauge-361kgwbWNhVt,45,222.45.1.17,39.93,yellow,116.39,Celsius,27,1458444054300
6,1266,BW,BWA,Botswana,362,sensor-pad-362kFtIgnMc5,98,83.143.24.164,-22,yellow,24,Celsius,21,1458444054301
9,1548,US,USA,United States,363,device-mac-3631Mbs0,72,206.223.151.180,39.39,red,-119.68,Celsius,28,1458444054301
6,1106,US,USA,United States,364,sensor-pad-364V2flrCRzba,50,66.227.239.1,43.61,yellow,-83.95,Celsius,16,1458444054301
6,1557,US,USA,United States,365,therm-stick-365APmRP1MzYm,69,71.227.240.1,47.2,red,-122.45,Celsius,31,1458444054302
1,801,TW,TWN,Taiwan,366,sensor-pad-366i8MpoCk,37,211.79.37.125,25.04,green,121.53,Celsius,30,1458444054302
2,1060,KR,KOR,Republic of Korea,367,meter-gauge-367pNKou7,28,203.239.190.1,37.57,yellow,126.98,Celsius,16,1458444054302
6,1115,DE,DEU,Germany,368,sensor-pad-368TTq6aJ56z7,95,213.239.192.1,48.15,yellow,11.58,Celsius,12,1458444054303
6,917,AT,AUT,Austria,369,device-mac-369rYH71iIO,25,193.239.188.1,48.2,green,16.37,Celsius,23,1458444054303
4,1157,SE,SWE,Sweden,370,sensor-pad-370xqyCK4Bik,30,217.151.205.212,58.75,yellow,17,Celsius,15,1458444054303
7,837,US,USA,United States,371,meter-gauge-371PUPsmL6l,72,70.251.87.1,38,green,-97,Celsius,28,1458444054304
7,1183,UA,UKR,Ukraine,372,sensor-pad-372c13780IY,79,194.116.194.230,50.45,yellow,30.52,Celsius,26,1458444054304
0,1537,CA,CAN,Canada,373,meter-gauge-3738wCnQ,27,216.191.193.89,43.64,red,-79.39,Celsius,25,1458444054304
4,1116,FR,FRA,France,374,sensor-pad-374tmp90bW,77,188.7.34.1,48.86,yellow,2.35,Celsius,34,1458444054305
7,810,US,USA,United States,375,device-mac-375V9BU5MG,78,206.128.120.230,37.96,green,-121.26,Celsius,34,1458444054305
9,1224,CN,CHN,China,376,sensor-pad-376E77eb,31,218.7.40.1,45.75,yellow,126.65,Celsius,30,1458444054305
2,1082,KR,KOR,Republic of Korea,377,meter-gauge-377VjFS6,57,222.103.232.250,37.57,yellow,126.98,Celsius,12,1458444054306
0,1572,PL,POL,Poland,378,sensor-pad-378SgqAQkyHZG,71,83.238.122.21,52.23,red,21.02,Celsius,15,1458444054306
1,1100,NL,NLD,Netherlands,379,meter-gauge-379qVcUbL,72,213.53.52.9,52.37,yellow,4.9,Celsius,22,1458444054306
9,1043,HU,HUN,Hungary,380,sensor-pad-3803cakh,77,213.163.52.106,47.49,yellow,19.05,Celsius,32,1458444054307
3,1084,US,USA,United States,381,device-mac-381BXXEFSJP,42,66.162.80.182,38,yellow,-97,Celsius,15,1458444054307
3,1379,US,USA,United States,382,sensor-pad-382oL8Ro,42,12.116.6.18,38,yellow,-97,Celsius,30,1458444054307
1,1085,GB,GBR,United Kingdom,383,meter-gauge-383yNMmfRq0zG,46,166.49.222.157,51.51,yellow,-0.09,Celsius,13,1458444054308
5,1370,US,USA,United States,384,sensor-pad-384SD0LVCxqz,75,67.63.11.5,38,yellow,-97,Celsius,26,1458444054308
6,847,IN,IND,India,385,therm-stick-385iYCbG,41,202.148.198.22,20,green,77,Celsius,19,1458444054308
8,1488,HK,HKG,Hong Kong,386,sensor-pad-386tEbLgfBR4,82,202.67.153.82,22.28,red,114.15,Celsius,12,1458444054308
0,1057,US,USA,United States,387,device-mac-387PnF8U,70,24.31.194.126,38,yellow,-97,Celsius,28,1458444054309
5,1058,AU,AUS,Australia,388,sensor-pad-388mDIPSP,43,122.49.163.1,-27,yellow,133,Celsius,22,1458444054309
9,1471,US,USA,United States,389,meter-gauge-389T6om4,33,67.49.152.1,21.35,red,-158.02,Celsius,29,1458444054309
0,1481,ZA,ZAF,South Africa,390,sensor-pad-390N0EKRKr,50,196.37.203.101,-29,red,24,Celsius,14,1458444054310
3,1508,GB,GBR,United Kingdom,391,meter-gauge-391Qn3lLA,97,89.21.16.18,53.5,red,-2.19,Celsius,11,1458444054310
5,1009,US,USA,United States,392,sensor-pad-392Qr76vv,77,208.72.135.233,33.65,yellow,-86.71,Celsius,19,1458444054310
9,1199,US,USA,United States,393,device-mac-393qsuQjS17AC,35,63.76.222.54,38,yellow,-97,Celsius,23,1458444054311
1,850,DE,DEU,Germany,394,sensor-pad-394B7lJsV3P,76,91.198.228.1,51,green,9,Celsius,13,1458444054311
9,1562,US,USA,United States,395,therm-stick-395vF91m9Bl,34,199.70.249.129,38,red,-97,Celsius,21,1458444054311
9,1378,FR,FRA,France,396,sensor-pad-396r2HapB,90,86.73.3.1,43.8,yellow,7.5,Celsius,20,1458444054312
9,817,US,USA,United States,397,meter-gauge-397N7G0DFis,56,71.73.0.1,38,green,-97,Celsius,22,1458444054312
4,933,RS,SRB,Serbia,398,sensor-pad-398RxpHmTHGSd,63,62.193.139.50,44,green,21,Celsius,23,1458444054312
0,1311,JP,JPN,Japan,399,device-mac-399Mdg0tyw62b,52,158.205.132.206,35.69,yellow,139.69,Celsius,20,1458444054312
8,851,GB,GBR,United Kingdom,400,sensor-pad-4005DhFa,93,62.216.145.182,51.5,green,-0.13,Celsius,19,1458444054313
3,1399,US,USA,United States,401,meter-gauge-401vdpy7,94,128.210.159.1,40.42,yellow,-86.92,Celsius,26,1458444054313
6,1575,GB,GBR,United Kingdom,402,sensor-pad-402ivMC5Dwp7R,92,158.43.43.70,51.5,red,-0.13,Celsius,10,1458444054313
6,978,GB,GBR,United Kingdom,403,meter-gauge-403mSlnrg,64,212.163.169.169,51.5,green,-0.13,Celsius,24,1458444054314
4,1228,US,USA,United States,404,sensor-pad-404vhgTS1a3T9,93,63.175.114.69,38,yellow,-97,Celsius,27,1458444054314
6,1337,JP,JPN,Japan,405,device-mac-405CaaLx27bl,97,123.103.229.1,35.39,yellow,136.72,Celsius,23,1458444054314
8,1152,US,USA,United States,406,sensor-pad-406P8903shIa,56,76.13.1.239,37.42,yellow,-122.01,Celsius,24,1458444054315
5,1050,GB,GBR,United Kingdom,407,meter-gauge-407OQbMtOqu,30,80.4.226.186,51.5,yellow,-0.13,Celsius,31,1458444054315
4,1105,KR,KOR,Republic of Korea,408,sensor-pad-408oDGiVrT,49,222.234.25.1,37.57,yellow,126.98,Celsius,34,1458444054315
4,983,LV,LVA,Latvia,409,meter-gauge-409Jn3BxZ2LE,81,85.254.228.5,56.95,green,24.1,Celsius,15,1458444054315
5,1248,US,USA,United States,410,sensor-pad-410mm3FeH,76,68.1.0.133,38,yellow,-97,Celsius,33,1458444054316
2,814,FR,FRA,France,411,device-mac-411EEyVDd,92,213.228.23.76,48.86,green,2.35,Celsius,16,1458444054316
5,1370,US,USA,United States,412,sensor-pad-412bO0ULM,90,66.18.32.34,35.05,yellow,-85.31,Celsius,22,1458444054316
0,868,CA,CAN,Canada,413,meter-gauge-413UMKlGuP,79,216.18.62.34,49.28,green,-123.13,Celsius,14,1458444054317
0,1110,KR,KOR,Republic of Korea,414,sensor-pad-414PjKOFZF9IH,49,211.245.54.233,37.57,yellow,126.98,Celsius,27,1458444054317
3,1206,KR,KOR,Republic of Korea,415,therm-stick-415X8vR0,60,203.254.226.55,37.57,yellow,126.98,Celsius,14,1458444054317
0,1527,DE,DEU,Germany,416,sensor-pad-41619hPO1Yvi,62,92.79.223.45,51,red,9,Celsius,32,1458444054318
4,1285,EE,EST,Estonia,417,device-mac-417Ck9sMR,29,194.204.45.70,59.43,yellow,24.73,Celsius,22,1458444054318
